product_name,advertiser_name,image,sku,description,price,currency,url,clicks,commissions,orders,items_sold,active_links,order_conversion_rate,items_sold_conversion_rate
Suede Shoulder Bag Crossbody Suede Purse for Women 2024 Fall Purse Stylish Brown Suede Handbags S...,Amazon (US),https://product-images-cdn.liketoknow.it/w77s.BF2q7Rd48yRGQRZjapfVMPSddTK4FAPUL.DX5etl4pDl.MN6mgVQqWSll2IRmaOmxiLUyvgPtZ2zyVpBx5goAK3hdbwH12ZaBfyzUEtMzimOE_d5.Cc?v=2,,"Amazon.com: Suede Shoulder Bag Crossbody Suede Purse for Women 2024 Fall Purse Stylish Brown Suede Handbags Satchel Purse : Clothing, Shoes & Jewelry",39.99,USD,https://www.amazon.com/Suede-Shoulder-Crossbody-Stylish-Handbags/dp/B0DHCW8GNB/ref=sr_1_5,1,0.00,0,0,0,0.000000,0.000000
Levi's Women's 318 Shaping Wide Leg,Amazon (US),https://product-images-cdn.liketoknow.it/30ho0zaA_UFNbbXYzVbGTDgAEYK5qAIE2FYmYVVae.Y6cWHoqTmRFP19EHRoChZjzM3YtrHJz1fwG6vlvOX7YzxIgVGPZ2qXr9NuPgwMa9c6_EK2qSNXFhsc?v=2,,"Levi's Women's 318 Shaping Wide-Leg Jeans (Also Available in Plus), (New) Chances are (Stretch), 28 Short at Amazon Women's Jeans store",41.70,USD,https://www.amazon.com/dp/B0F9ZQJMM5?linkCode=ssc&tag=onamznickient-20&creativeASIN=B0F9ZQJMM5&asc_item-id=amzn1.shoppablemedia.v1.9ad34d6f-823c-45bd-a421-21205159492c&ref_=aipsfphoto_asin&th=1&psc=1,11,0.00,0,0,0,0.000000,0.000000
Laurel Canyon High Waist Bootcut Jeans,Nordstrom,https://product-images-cdn.liketoknow.it/.VHrTatp3Xd7dlwoAq8oUXTzTKVR3yCJou2PBOrr6fd7SAdcfKtnUaT7QawwK_NaWu9c7QoYd62qbvl0tapU0iGWEQRd0NxQO7C7KQFaInLimJNZLcUA1why.NSGO5OUtkmwytsvqyP1e2bQVeALh0stIKPTRNl17Pm.0A--?v=2,,"Free shipping and returns on PAIGE Laurel Canyon High Waist Bootcut Jeans at Nordstrom.com. <p>Vintage inspired yet very of the moment, these full-length bootcut jeans are made from soft stretch denim in a vibrant medium wash.</p>",174.30,USD,https://www.nordstrom.com/s/laurel-canyon-high-waist-bootcut-jeans-tarnished/8274847?origin=category-personalizedsort&breadcrumb=Home%2FSale%2FWomen&color=400,4,0.00,0,0,0,0.000000,0.000000
"Rockland London Hardside Spinner Wheel Luggage, Orange, Carry-On 20-Inch",Amazon (US),https://product-images-cdn.liketoknow.it/NQhdnoG.NAhqPxajU6Sh6sVW27jlY8AW8QW1A4LCawj0GUAmyJUcSP24UOhFTPIv8Ah9pZqnEoYyOwEPbgeOxCk.bjvdwVqeLM0phA3zz8RYhUs0?v=2,,"Amazon.com | Rockland London Hardside Spinner Wheel Luggage, Orange, Carry-On 20-Inch | Suitcases",37.75,USD,https://www.amazon.com/Rockland-Hardside-Spinner-Luggage-20-Inch/dp/B0D3SDH1YN?pd_rd_w=RfcpE&content-id=amzn1.sym.d00cf92d-fe09-4c8c-a38e-3859ee8ba8d3&pf_rd_p=d00cf92d-fe09-4c8c-a38e-3859ee8ba8d3&pf_rd_r=Y0V1SKSTNC5KW3KP8PA6&pd_rd_wg=jzagw&pd_rd_r=15c6fc47-9536-4226-bb97-f96c0b09735d&pd_rd_i=B0D3SDH1YN&th=1,2,0.00,0,0,0,0.000000,0.000000
adidas Gender Inclusive Handball Spezial Sneaker | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/gOKSOEiX3AHYP1mdLMk8vVyN6XHj54yE.CrBZWgoV5UJ2hEhBMULIvqqg4HYa0_83XgzQfip18uPsnEDkOniSLpu_RFzT5rgdEAdgj5dJdTFZLLghvG47nihP79H6Dg_pCJ48F._5TGbUmeK1ccyY4dOF9cpuR8qqoWnKVXdxENirl.cn1901mRt_98-?v=2,,"Free shipping and returns on adidas Gender Inclusive Handball Spezial Sneaker at Nordstrom.com. <p>Designed with the demands of handball in mind, this elite-level shoe takes to the streets as a sneaker still sporting the low profile that gave players a range-of-motion advantage in the '70s. Premium materials and grippy rubber ground your fashion game in sporty comfort and timeless sneakerhead approval.</p>",49.49,USD,https://www.nordstrom.com/s/adidas-gender-inclusive-handball-spezial-sneaker/7369338?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=104,1,0.00,0,0,0,0.000000,0.000000
Dalix Lil Butterfly Dad Cap | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/3.egkAaRlddVcN5Frjlejx0gCk305PF1PbRamESykikllrEorCZOVYNRveOblsXXcP3A2f6qmSEeFet1FGI5CMy5QEDUmfN1U8cN5_21xriE_4YbXoBykGj2MChcbaOgNwDVgk.cDB2uT_TVdHKZN9QHpg5.fC.jFnU1DQVPYYbs?v=2,,"Free shipping and returns on Dalix Lil Butterfly Dad Cap at Nordstrom.com. <p>Bring a feeling of lightness and life with this Lil Butterfly. Elevate your everyday style with our cotton baseball cap, a perfect blend of ease, versatility, and classic design. Crafted from cotton, this cap features a lightweight, unstructured fit that sits effortlessly on your head, keeping you cool and relaxed whether you are biking, heading to the gym, or enjoying a day at the beach. Designed with a low-profile silhouette, it offers a timeless look that complements any outfit, making it a staple for every day wear.\nWith an adjustable metal buckle, this cap ensures a tailored fit for various sizes, while the well ventilated holes enhance airflow, keeping you comfortable during long hours outdoors. The sof...",19.95,USD,https://www.nordstrom.com/s/lil-butterfly-dad-cap/8396217?origin=category-personalizedsort&breadcrumb=Home%2FAccessories%2FWomen%27s%20Accessories%2FHats&color=300,3,0.00,0,0,0,0.000000,0.000000
Like A Prayer Necklace,Electric Picks Jewelry,https://product-images-cdn.liketoknow.it/SzapDm38FDjEJwe73.kkW5e1DBFoL4NMvMAHeSXhVWcE5fno6yDQ9IIfF.g0mDpTo6cF6b8_Z3QpyDP851SNrphsoCuG44.uLaO5yafEjZzbohvsujGyxXvoxdjGXRVlQzOFeimCWB8gpgdXQEIoOtnBs30pVIigxsy6bwEwb0sV_rYRkj.sXZnacfDzExx0_i3LaMlwyjwhsQ--?v=2,E136,"Discover the divine beauty of our ""Like a Prayer"" Necklace, a captivating blend of graceful style and a subtle touch of reverence. 14kt Gold Plated Chain  14kt Gold Plated Cross 7.5mm Charm 16""",78.00,USD,https://electricpicks.com/collections/best-sellers/products/like-a-prayer-necklace?smsclickid=51e7a9ef-1234-4500-9b8c-052fb7ecb8c4&utm_referrer=shopmy.us&sscid=b1k8_26lav&,2,0.00,0,0,0,0.000000,0.000000
Textural Stitch Cable Crew Sweater,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/5YRKRkBF9wYRNTYXKf_lLbQq8HHw3Ca4lAu0WXJWBpaPdKDPUyk.IOq86s856NBA3gHYtYPn0wAc9NgVytgZusPICks.s6Dfdd4XT3okSft3iBlA1N7psYoHPUeM9yn.j4Sx9fhvOHtxmcYc5ftL04xZILIv2dE-?v=2,,"Easy-fitting sweater in our soft textural sweater-knit fabric, featuring a crew neckline, pointelle stitching and cable knit details throughout and rib trims along the neckline, hem and cuffs. Pairs perfect with your favorite pair of denim.",80.00,USD,https://www.abercrombie.com/shop/us/p/textural-stitch-cable-crew-sweater-60721819?categoryId=123020&faceout=model&seq=05&pagefm=navigation-grid&prodvm=navigation-grid,4,0.00,0,0,0,0.000000,0.000000
Puff-Sleeve Plaid Fit & Flare Taffeta Mini Dress,Old Navy (US),https://product-images-cdn.liketoknow.it/ot53PdgF1yCKYFqSTEc7bdDW4oBdY_Qas1FKAutnr99oCGXpw5XSD0Vn4uwIMWnv7I1ryXaTD4Zm8jgwA62fLwQkg02.ns8YX8xtTM.81sW7vrdiEzIYRaUk?v=2,,sweetheart neckline elbow-length puff sleeves smocked back full skirt plaid print #843984,29.99,USD,https://oldnavy.gap.com/browse/product.do?pid=843984002&vid=1&pcid=3039148&cid=3039148&nav=meganav%3AWomen%3ATrending+Shops%3AHoliday+Dressy#pdp-page-content,2,0.00,0,0,0,0.000000,0.000000
Honeydew Intimates Play It Cool Short Pajamas | Nordstrom,Nordstrom,https://product-images-cdn.liketoknow.it/8LBTu.jqbQNsqU1fxnUazXuz4_rWm2mVX5geHPCdvAkV1jppQla2R4KHRJ2DoqeJwiEYx8uYmnRP.u.w5Qq26m8bBaRfJ5dwd_O8JwlVNkc.5.kx670fCrBNFPvLPeagRaOnqr60e1Z06ZY1GTCiMGFG1Xh2n2iGshvtec7B3iFL_AypwEqxSM3N9cItNYr6sODRfA_lyaCpTFE8qo86iTcjsGEPL6FvabSbF0v5?v=2,,Free shipping and returns on Honeydew Intimates Play It Cool Short Pajamas at Nordstrom.com. <p>Pajamas in a blissfully soft knit pair a long-sleeve top with matching shorts to help sleepers find a temperature that's just right.</p>,54.00,USD,https://www.nordstrom.com/s/play-it-cool-short-pajamas/6881372?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=300,2,0.00,0,0,0,0.000000,0.000000
Square Wire Long Sleeve Top in Black,Revolve Clothing (Global),https://product-images-cdn.liketoknow.it/UdEsZkSu8vS9yUf0UPsSWRFVkiu7RmkpcE5bbnA4pj9b2jgOYDPsOhJbktObpfv0jYC01ydjuSn3qM8B.WTxVwtH7Ioe.swZA9adIBeLjX9uoFdZfzpiOJqh?v=2,SUSA-WS1620,square wire top,148.00,USD,https://app.revolve.com/mobile/susana-monaco-square-wire-long-sleeve-top-in-black/dp/SUSA-WS1620/?d=Womens&sectionURL=https%253A%252F%252Fwww.revolve.com%252Fmobile%252Ftops%252Fbr%252Fdb773d%252F%253F%2526%2526keyword%253DBlack%252Btop%2526color%253Dblack%2526%2526s%253Dc%2526c%253DTops,2,0.00,0,0,0,0.000000,0.000000
Womens Tennis Shoes - Women Sneakers Workout Running Walking Athletic Gym Fashion Lightweight Nur...,Amazon (US),https://product-images-cdn.liketoknow.it/OLRjOJwSvD395lUaeUYmAWddW3LU334wVHtuxm1PsQUWSqknw_hJHk3AUAsMkmgI7r8vc8s.8GwAvl0CkFVxaRgnEpWKLqaoXnHqcJpxcajMwtb3CaVrOEPB6.EMmfiWnL1kUu4c0UzpFIq8fqFqKBiCUw--?v=2,,Amazon.com | Womens Tennis Shoes - Women Sneakers Workout Running Walking Athletic Gym Fashion Lightweight Nursing Casual Light Shoes Beige Size 7 | Walking,41.00,USD,https://www.amazon.com/Womens-Tennis-Shoes-Sneakers-Lightweight/dp/B09B9TGTX5/ref=sr_1_1_sspa?psc=1&tag=themominstyl-1-ltkna-20&th=1,2,0.00,0,0,0,0.000000,0.000000
Jolie Necklace,Electric Picks Jewelry,https://product-images-cdn.liketoknow.it/eC6wJLl1SkRY4lCxQg3Z19eVQdktRQUVrYNN0hJv8Em4bckWMZUgzjwJCE2OBpfpTILLSfzI8kbQfhiXdYSwTODCbber2xyCfKUfRQa_Z3eIUARaqTg4ThqQSLR7inebFazcFIqfFJnHemT9Wjk1KbGcBV.GdhW3WBvT9qNskZNz?v=2,E2324-G,"Finished with a row of dangling crystals that dance along the neckline, the Jolie Necklace lends a sophisticated, sparkling touch to any party outfit. 14kt Gold or Sterling Silver Plated 2.55mm and 1.8mm CZ Crystals 14"" With 2"" Extender",61.00,USD,https://electricpicks.com/collections/holiday-2025-collection/products/jolie-necklace?variant=45473515602070,1,0.00,0,0,0,0.000000,0.000000
Women's YPB sculptLUX 7/8-Length Pocket Legging | Women's Active | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/f2ZK6yWMYJvWfIIph1cKBGPsbU8LTpHnpiomrge5ic8iF..zv4f36qKuHxgTGbOLOHMjdv3iE4N_n_0yv4i5v.cjW8LYse122DMBROE_EtPzYZCskEJcJq_sg_fVETHET9IZl0w_09Guupg3PSSyJbrH8GvPhMJHju8-?v=2,,"Our ultra high rise active 7/8-length leggings in our sculptLUX active fabric, that's super soft and supportive without being restrictive, as well as smoothing and sculpting without pinching. Designed to hold you in, our sculptLUX fabric is soft, sculpting and flattering. Features a smoothing double-layer waistband with no top seam, exterior side pocket, hidden interior waistband pocket and flattering v-shaped back seaming detail.  Imported.",70.00,USD,https://www.abercrombie.com/shop/us/p/ypb-sculptlux-78-length-pocket-legging-53489856?categoryId=66867889&faceout=model&seq=01,1,0.00,0,0,0,0.000000,0.000000
Coaster Luxe High Rise Jogger,Athleta,https://product-images-cdn.liketoknow.it/Hg5.nE3Gt599X3lJGaBOEuMq2_TfGoU2s_kOk7jcgcaBi.tqXxlf0_M4Xqls1J3D_VSKhWVfnalaR0XW7NA8DWfBZGF0LySIpK8FwI5qkK8hD12a7iTsNUPQ?v=2,,"FOR: Restoration and rejuvenation FEEL: Super-soft Brushed Nirvana is extra cozy FAVE: A wide, ribbed waistband provides support and comfort Easy-access pockets to stash your essentials #658312",55.30,USD,https://athleta.gap.com/browse/product.do?pid=658312012&vid=1&pcid=50000&cid=50000&nav=meganav%3ASale%3ACATEGORIES%3ASale+Bottoms#pdp-page-content,2,0.00,0,0,0,0.000000,0.000000
"Mr. Sketch Scented Markers, Chisel Tip, Assorted Colors 22 Count - Fun for Kids, Spark Creativity...",Amazon (US),https://product-images-cdn.liketoknow.it/Xym3TmYMZR2EiFyO35TPNocp._jSaORbbKhgvyt_pHcWrCY_CgZIxb5zvWDDiOZ69LHn6yqs0cetogHRXC3Ez6wKg0aztIVVqzTmwIL2_UjVnBqYAiA886Hx?v=2,,"Amazon.com: Mr. Sketch Scented Markers, Chisel Tip, Assorted Colors 22 Count - Fun for Kids, Spark Creativity, Holiday Gift, Stocking Stuffer : Toys & Games",17.99,USD,https://www.amazon.com/dp/B07GSZM4YM?linkCode=spc&tag=onamznickient-20&creativeASIN=B07GSZM4YM&asc_item-id=amzn1.shoppablemedia.v1.237e6b37-bf4e-48b5-b00a-d8c3a9d68ca2&ref_=aip_sf_photo_spv_ofs_d_asin&th=1,1,0.00,0,0,0,0.000000,0.000000
"ZELUS Weighted Vest, 6lb/8lb/12lb/16lb/20lb/25lb/30lb Weight Vest with Reflective Stripe for Work...",Amazon (US),https://product-images-cdn.liketoknow.it/3CbmS7QAZVnfBMuWpz2QR7sU6JCO90.2znRYNRuGkvs5cTMGq5ym8GRcYnDAiCMUXVx4I7fY6LCoa7Ij6UKdZTzYORDm8xERSYKpuHKupv9qoQqROn6Fnwlh?v=2,,"Amazon.com : ZELUS Weighted Vest, 6lb/8lb/12lb/16lb/20lb/25lb/30lb Weight Vest with Reflective Stripe for Workout, Strength Training, Running, Fitness, Muscle Building, Weight Loss, Weightlifting, Black(12 lb) : Sports & Outdoors",29.00,USD,https://www.amazon.com/gp/product/B07518RBH2?th=1,2,0.00,0,0,0,0.000000,0.000000
Gender Inclusive 530 Sneaker,Nordstrom,https://product-images-cdn.liketoknow.it/Uh6nk3XmZCHtfZ9NQD_AD31IuMheTFmyYHbMqvhlVlHtxwBhGuQQIR5CHF96cFNvujM6iIqdEm4z2AuGevv.lqKvEmRmhov0HdLprmvqUCNf_PGX.2tv__0uh61ZnlCWFx5tzjsLjGywrTsOwmRCRymO0svWCiD9vSBdWg--?v=2,,Free shipping and returns on New Balance Gender Inclusive 530 Sneaker at Nordstrom.com. <p>A millennium-era runner returns to the streets as a performance-tech sneaker set on full-foot cushioning that absorbs impact to deliver a comfortable ride. Curvy layers and breathable mesh kick up the energy of every step in any activity.</p>,74.99,USD,https://www.nordstrom.com/s/gender-inclusive-530-sneaker/7920916?origin=category-personalizedsort&breadcrumb=Home%2FSale%2FWomen&color=109,3,0.00,0,0,0,0.000000,0.000000
Limitless Car Charger w/ Retractable Lightning Type-C Cables - QVC.com,QVC,https://product-images-cdn.liketoknow.it/n76yAToRfDkucFiPrxYuRjGE_U68vYmHE6dVxZzih.tbOy.EcsB6Ijty4d48xKSD9q7watPZi6P296HmAA9P7nRzNIzEPmV8Eu8ue_Bz73d7bpFT_hF7pGmwaKz.Sg3F1fQ-?v=2,,Keep your electronics powered up on the go with the Limitless car charger. QVC.com,24.98,USD,https://www.qvc.com/limitless-car-charger-w-retractable-lightning-type-c-cables.product.V83977.html?sc=NAVLIST,8,0.00,0,0,0,0.000000,0.000000
Women's YPB studioFLEX 7/8-Length Legging | Women's Bottoms | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/SbgJbgmaKswch04RE_WAYrzFLY223dO135W5AjSN9lUF09vW4z0dbpQPw1t0t.HuruXQ_0BQ.mYM1yoeUbujvvNHXy9gA8IVmX0Y_kEWMh_QyfsxJa.RV_M7qwUI5wtlD8MMDtvrtvXee4sIug4hj2nGxBbPTxe.wiud?v=2,,"Our ultra high rise active 7/8-length leggings in our new active studioFLEX fabric. Our studioFLEX fabric is lightweight, buttery soft and nonrestrictive providing a barely there feel, it moves with you during low impact activity and is also great for all-day wear. Features a smoothing double-layer waistband with no center front seam and flattering v-shaped back seaming detail.",65.00,USD,https://www.abercrombie.com/shop/us/p/ypb-studioflex-78-length-legging-58958325?categoryId=169720&faceout=life&seq=04&afsource=social+proofing&pagefm=navigation-grid&prodvm=navigation-grid,2,0.00,0,0,0,0.000000,0.000000
Women's Go Sports Vintage Sunday Crew | Women's Clearance | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/VicZ.7Vd2.Ql__RsVIQ9ctfurUNaJ5XvhwTMq30SSHF85ZvDQxHCBohAt7.vvk_rGumAvHe8kjUT6r0TjcV2ciwfoquelDG7h0b0QazXW7WmSSK5DgNkG_lsIDnTfK_WU5iH9ccWmb3zbIQuA7ZZJKhdFK.fcRvMlhqC?v=2,,"Comfy sweatshirt in our Soft A&F fabric and legging-friendly length, featuring a relaxed chest width, sporty graphic details at chest, on-trend color blocking details, crossover crew neckline and banded hem and cuffs.",70.00,USD,https://www.abercrombie.com/shop/us/p/go-sports-oversized-sunday-crew-59800342?categoryId=12291&faceout=model&seq=02&pagefm=navigation-grid&prodvm=navigation-grid,4,0.00,0,0,0,0.000000,0.000000
VISOONE Blue Light Blocking Glasses with TR90 Rectangle Frame and Chic Preppy Look for Women Men ...,Amazon (US),https://product-images-cdn.liketoknow.it/Ojope27Z3bRJjCoUDeWiYbjYeIj8y.__u7xvxszraN2bphd9hhrLHyXskitxac33w_XwOQYa67ES4AIsFQBR6KMeYmlcfQ4WRXVMXuvIFW9Y3d.Ga2IR3Vgw?v=2,,Amazon.com: VISOONE Blue Light Blocking Glasses with TR90 Rectangle Frame and Chic Preppy Look for Women Men RIVER : Health & Household,15.00,USD,https://www.amazon.com/dp/B0B5S37JFL?linkCode=spc&tag=onamznickient-20&creativeASIN=B0B5S2YN7N&asc_item-id=amzn1.shoppablemedia.v1.63ec2030-f175-4192-a9ff-fc096a368e92&ref_=aip_sf_photo_spv_ofs_mixed_d_asin&th=1,29,0.00,0,0,0,0.000000,0.000000
Coaster Luxe Jumpsuit,Athleta,https://product-images-cdn.liketoknow.it/ywBp8m6aj.7ciKTn_YDl7.zX7a6nrwBpXgLIFFBwoGHjb6WXAeXzkcyrozaF_N68_Zq71jqUdg_fdCE5gPwXg7QWOKUSox9yo1Aj0GeCLNtr0OwFCHqOheFv?v=2,,FOR: Restoration and rejuvenation FEEL: Super-soft Brushed Coaster is extra cozy FAVE: Drawcord can be tied at the waist for a custom fit Easy-access pockets to stash your essentials #415893,79.20,USD,https://athleta.gap.com/browse/product.do?pid=415893072&vid=1&pcid=50004&cid=50004&nav=meganav%3ASale%3ACATEGORIES%3ASale+Dresses+%26+Jumpsuits#pdp-page-content,4,0.00,0,0,0,0.000000,0.000000
RICKKI BLACK LEATHER,Steve Madden (US),https://product-images-cdn.liketoknow.it/SzBCD1zjcgLT3Uo3Uij57AUz2sOB0iFrzmf4YjddILzTwMhpxnmtx14SsgGFhl_JtpZRlpvpodoHBTauseakTwuIBb_uGWKobTxHmOhjVpUn8Aws.iOPFLhzUzN7OEkkcP.tHpTK7a7yMlxE9vxq9LWWvRU.dN74QBHMnxTSrbG53cjNOl13Au0SVr2SJ9A3UiDeUA--?v=2,,3.5 inch heel height 10 inch shaft circumference 6.25 inch shaft height Leather upper material Textile and synthetic lining Synthetic sole Imported,159.95,USD,https://www.stevemadden.com/products/rickki-black-leather,2,0.00,0,0,0,0.000000,0.000000
Back Button,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/v7FGi3X.ydhk7gBYwi9VPbiV4ZFNQp1nbQbESITdHqvxW_H64Ora2BR39RvZFr910HvVB9MZUBAJdo2sAxM4HnI4amB2MWxM6qZfo5IYxwORal3_vQR75GN4P4pwz8HxXPwy09Mnb33lGfNWz24ES9JXbHuo3zuaLEEL1R0ffqs0iWZ2FBSt?v=2,,"Easy-fitting sweater in our soft sweater yarn fabric, with wide sleeves and a mini funnel neckline. Pairs perfect with your favorite tailored bottoms!",70.00,USD,https://www.abercrombie.com/shop/us/p/easy-funnel-neck-sweater-57732335?categoryId=6234554&faceout=model&seq=04&afsource=social%20proofing&pagefm=navigation-grid&prodvm=navigation-grid,1,0.00,0,0,0,0.000000,0.000000
Oversized Performance Microfleece Cropped Half Zip,Old Navy (US),https://product-images-cdn.liketoknow.it/3Xl1TnQpMODNcGjkOLpIl8Jo8wmhCHmmdWJsySZIWRGDGxh_20vjZ_BNftBA0vKBJu_Q8V582Js6DXyG9AxJD3N9_ttwCs_Fn60WAM2NSbAXzrErpWmQE.Bj?v=2,,half-zip funnel neck drop-shoulder sleeves with elastic cuffs on-seam pockets elastic hem pullover style color-blocked panels #784810,36.99,USD,https://oldnavy.gap.com/browse/product.do?pid=784810022&vid=1&pcid=3041263&cid=3041263#pdp-page-content,2,0.00,0,0,0,0.000000,0.000000
Mid-Rise Slouchy Wide-Leg Jeans,Old Navy (US),https://product-images-cdn.liketoknow.it/FYQIq7dp2a4qGnglf_5qvfY7eDrHpdvLt.qyupNu7cjZzERHPePzeiBxy_j6WRNvvZU.rgyCbfyqEoNXEoTrctu4A_5HmyQhAJx5lmBaYdm14uY_H8yj6dsk?v=2,,mid-rise waist that's low slung on the hips hidden button fly wide leg puddles at hem #764741,29.99,USD,https://oldnavy.gap.com/browse/product.do?pid=764741002&vid=1&searchText=Womens%20jeans#pdp-page-content,1,0.00,0,0,0,0.000000,0.000000
Women's YPB studioFLEX Portrait Tank | Women's Active | Abercrombie.com,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/.EnkXFBi.Iy.FJ78s.bIP_WlvjHbs4ZBKnPg1HV4GQsRMSO4E4J8S3RukNMlTqPWmGrDxRvEFEVb7sae99n3DN8ew.yKZBuX_XNNRUbBt8jYFAQ_YAgnUgHm_x_70zkWcTqQ9zH1dhhwTpPuUFwiXatbyj66blA2Qgs-?v=2,,"Slim-fitting active tank in our comfortable studioFLEX active fabric. Our studioFLEX fabric is lightweight, buttery soft and nonrestrictive providing a barely there feel, it moves with you during low impact activity and is also great for all-day wear. Features a cropped length, on-trend portrait neckline and interior lining with removable pads.",45.00,USD,https://www.abercrombie.com/shop/us/p/ypb-studioflex-portrait-tank-58957822?categoryId=6452575&faceout=model&seq=05,1,0.00,0,0,0,0.000000,0.000000
Dallas Cowboys Graphic Oversized Sunday Crew,Abercrombie & Fitch (US),https://product-images-cdn.liketoknow.it/YHEoNMwGJeJCKtC7WmUqJoV5muYTYjVCURyjsMBwlD0W1ecKM8OZcNapvERS0GaAbzWm2yll7_ZGu4kFpB9ZuPpAj5juqq5VajskU.u5k9he85_HXvqQe2ukaythuhbiPrdZ8eeytHsrOonydhIlXHpjMU1MKT6TAyl.5cVir9675vNoDElw?v=2,,"Comfy sweatshirt in our Soft A&F fabric and oversized-fit silhouette, featuring Dallas Cowboys-inspired graphic at chest, crew neckline and banded hem and cuffs.",64.00,USD,https://www.abercrombie.com/shop/us/p/dallas-cowboys-graphic-oversized-sunday-crew-57527509?categoryId=615535627&faceout=model&seq=12&afsource=social+proofing,1,0.00,0,0,0,0.000000,0.000000
Bahia Maria x Anthropologie Maui Strapless Dress,Anthropologie (US),https://product-images-cdn.liketoknow.it/jZm1iDJ0j1lPfuosjTbJ2U1fYRPgrz1XfGxdXm2sf4JlEuXGUxa.BrkVKWL6.LzR3zRjiWieylYknLD.JtW.Mj1bFweP.okDi9b_N_nVhCtBvGj56HtsEYQRoGWbcANN.xQ-?v=2,4142950130038,"Shop the Bahia Maria x Anthropologie Maui Strapless Dress and more at Anthropologie today. Read customer reviews, discover product details and more.",390.00,USD,https://www.anthropologie.com/shop/hybrid/bahia-maria-x-anthropologie-maui-strapless-dress?category=SEARCHRESULTS&color=055&searchparams=q=4142950130038&type=STANDARD&quantity=1,2,0.00,0,0,0,0.000000,0.000000
Lumineux Teeth Whitening Strips 21 Treatments – Mineral Salt - Peroxide Free - Enamel Safe for ...,Amazon (US),https://product-images-cdn.liketoknow.it/yIvy_MhXj07sd0gilhyRAxZtHX7BK.3ICAETbBADY0VFUowpoh2x_aq9N8_g.dZIxPMDkmWkt6BXQl7OdPjohO8_meJP8VnS2FdoE_Wc3BjE0oeQVrlLQ3Dm?v=2,,Amazon.com: Lumineux Teeth Whitening Strips 21 Treatments – Peroxide Free - Enamel Safe for Whiter Teeth - Whitening Without The Sensitivity - Dentist Formulated - Sensitivity : Health & Household,44.99,USD,https://www.amazon.com/gp/product/B082TPDTM2?th=1,1,0.00,0,0,0,0.000000,0.000000
Yarrow Espadrille Wedge Sandal (Women),Nordstrom,https://product-images-cdn.liketoknow.it/aHl3GBnw7gzckqzFt6bIfSLpmJHAT8ZOe_rMq_PuJyV_6d.lugOPjBiIpVB4yxzjN.GGJusbpZ2nh4T7KbDVborzmXaT2yapx2Oi7Ex5AMdTxQu23iKa0wZicp.J.RUu3Us0HEp.J6rovfG76glgcUGpZ787B1QRHitHRK6HC3UFZk3VaphF075V32tFhz1F?v=2,,Free shipping and returns on UGG® Yarrow Espadrille Wedge Sandal at Nordstrom.com. <p>Bow details add charm to this summery espadrille-inspired sandal set on a cushioned footbed and chrevron-striped wedge with a grippy sole.</p>,100.00,USD,https://www.nordstrom.com/s/ugg-yarrow-espadrille-wedge-sandal-women/5804254?origin=keywordsearch-personalizedsort&breadcrumb=Home%2FAll%20Results&color=001,1,0.00,0,0,0,0.000000,0.000000
Clear Brow Gel,Sephora (US),https://product-images-cdn.liketoknow.it/OlRXgIhx6M48tOLFv9xxdDBCzi783K9qD2fQl0Z2Bn3LxhDe3tsn7Few0959jzLg9P0CL105H2iqrRBqC51fHtqJXKiwjkb8qqd.pkN68xkB3MdUvNN8emF43vO7RDgfYU9FMRpozaE-?v=2,,"What it is: A clear gel for all hair colors that sets, defines, and holds brows in place all day. What it does: This long-wearing clear gel sets and defines brows without fuss. The soothing chamomile formula also conditions hair and offers a lustrous",22.00,USD,https://www.sephora.com/product/brow-gel-P69304,1,0.00,0,0,0,0.000000,0.000000
The Mystic Confetti Icon Juice Glass Tumbler with Lid,Anthropologie (US),https://product-images-cdn.liketoknow.it/jz1LTRMEItGp_TenMhndfg_pqrxQO.aI1dzdd9rFGmgpt._716JdbF8YCpDj9reV26iZJ.KXQAa87y5nFLhMV9LQwHZkJeh3Vv_HyBG7Q7U1_AsSDhXbvlPckEpzO77UvO_Azo5andwLrJrZWNngezDHaPKJkXSGa8HjngEdmKR9DC4386x1WQfbyfsjl9eM48lJCpBSgw6YbQ--?v=2,,"Shop the The Mystic Confetti Icon Juice Glass Tumbler with Lid and more at Anthropologie today. Read customer reviews, discover product details and more.",22.00,USD,https://www.anthropologie.com/shop/the-mystic-confetti-icon-juice-glass-tumbler-with-lid?category=halloween-trend-shop&color=010&type=STANDARD&size=One+Size&quantity=1,13,0.00,0,0,0,0.000000,0.000000
